Class,R_sw_3_h_2,K_sw_3_h_2,RorK_sw_3_h_2,R_sw_5_h_2,RorK_sw_3_h_2,K_sw_5_h_2,RorK_sw_5_h_2,R_sw_2_h_2,K_sw_2_h_2,RorK_sw_2_h_2,D_sw_10_h_2,E_sw_5_h_2,DorE_sw_10_h_2,length,frac_R,frac_K,frac_D,frac_E
RNA,0.02173913,0.079710145,0.130434783,0.057971014,0.130434783,0.173913043,0.268115942,0.007246377,0.036231884,0.057971014,0.02173913,0,0.144927536,138,0.079710145,0.123188406,0.028985507,0.036231884
RNA,0.012820513,0.019230769,0.08974359,0.044871795,0.08974359,0.121794872,0.269230769,0.006410256,0.006410256,0.032051282,0,0,0.051282051,156,0.076923077,0.128205128,0.012820513,0.025641026
RNA,0,0.0125,0.033333333,0,0.033333333,0.041666667,0.079166667,0,0.004166667,0.0125,0.083333333,0.058333333,0.254166667,240,0.033333333,0.070833333,0.058333333,0.058333333
RNA,0.068181818,0.056818182,0.204545455,0.170454545,0.204545455,0.170454545,0.477272727,0.034090909,0.011363636,0.090909091,0.079545455,0,0.170454545,88,0.147727273,0.159090909,0.022727273,0.068181818
RNA,0.068181818,0.056818182,0.204545455,0.170454545,0.204545455,0.170454545,0.477272727,0.034090909,0.011363636,0.090909091,0.079545455,0,0.170454545,88,0.147727273,0.159090909,0.022727273,0.068181818
RNA,0.010526316,0.005263158,0.042105263,0.047368421,0.042105263,0.036842105,0.131578947,0.005263158,0,0.015789474,0.068421053,0.021052632,0.231578947,190,0.047368421,0.063157895,0.031578947,0.052631579
RNA,0.005902192,0.005902192,0.022765599,0.018549747,0.022765599,0.018549747,0.064080944,0.001686341,0.001686341,0.008431703,0.067453626,0.009274874,0.207419899,1186,0.039629005,0.034569983,0.043844857,0.039629005
RNA,0.006896552,0.013793103,0.068965517,0.034482759,0.068965517,0.04137931,0.144827586,0,0.006896552,0.027586207,0.227586207,0.089655172,0.524137931,145,0.082758621,0.055172414,0.082758621,0.096551724
RNA,0.01,0.03,0.07,0.02,0.07,0.09,0.18,0.005,0.015,0.035,0.02,0.015,0.2,200,0.07,0.1,0.03,0.06
RNA,0,0.045226131,0.110552764,0.015075377,0.110552764,0.105527638,0.281407035,0,0.020100503,0.050251256,0,0.020100503,0.195979899,199,0.08040201,0.130653266,0.025125628,0.050251256
RNA,0,0.034482759,0.068965517,0,0.068965517,0.077586207,0.172413793,0,0.017241379,0.025862069,0.060344828,0,0.094827586,116,0.060344828,0.060344828,0.034482759,0.034482759
RNA,0.002369668,0.011848341,0.042654028,0.021327014,0.042654028,0.037914692,0.120853081,0,0.004739336,0.016587678,0.18957346,0.009478673,0.3507109,422,0.047393365,0.071090047,0.082938389,0.04028436
RNA,0.013215859,0.013215859,0.035242291,0.039647577,0.035242291,0.044052863,0.105726872,0.004405286,0.004405286,0.013215859,0.061674009,0.044052863,0.27753304,227,0.057268722,0.061674009,0.035242291,0.070484581
RNA,0,0.023529412,0.023529412,0,0.023529412,0.047058824,0.082352941,0,0.011764706,0.011764706,0.364705882,0.047058824,0.694117647,85,0.035294118,0.070588235,0.129411765,0.094117647
RNA,0,0.024390244,0.048780488,0,0.048780488,0.097560976,0.146341463,0,0.012195122,0.024390244,0.097560976,0,0.243902439,82,0.012195122,0.12195122,0.048780488,0.048780488
RNA,0.006369427,0,0.006369427,0.025477707,0.006369427,0,0.025477707,0,0,0,0.057324841,0.057324841,0.222929936,157,0.063694268,0.012738854,0.031847134,0.063694268
RNA,0.033333333,0,0.091666667,0.083333333,0.091666667,0,0.25,0.016666667,0,0.041666667,0.066666667,0.108333333,0.416666667,120,0.133333333,0.058333333,0.05,0.091666667
RNA,0.018867925,0,0.018867925,0.044025157,0.018867925,0,0.056603774,0.006289308,0,0.006289308,0.113207547,0.018867925,0.264150943,159,0.06918239,0.012578616,0.050314465,0.044025157
RNA,0.007462687,0.029850746,0.141791045,0.059701493,0.141791045,0.097014925,0.305970149,0,0.014925373,0.052238806,0.097014925,0.014925373,0.231343284,134,0.104477612,0.119402985,0.044776119,0.052238806
RNA,0,0.011904762,0.047619048,0.023809524,0.047619048,0.095238095,0.238095238,0,0,0.011904762,0.011904762,0.047619048,0.357142857,84,0.083333333,0.119047619,0.047619048,0.083333333
RNA,0.029069767,0.029069767,0.087209302,0.075581395,0.087209302,0.11627907,0.290697674,0.01744186,0.011627907,0.040697674,0.063953488,0.058139535,0.354651163,172,0.093023256,0.110465116,0.046511628,0.075581395
RNA,0.026845638,0.040268456,0.127516779,0.11409396,0.127516779,0.080536913,0.302013423,0,0.013422819,0.033557047,0.295302013,0.033557047,0.523489933,149,0.127516779,0.087248322,0.10738255,0.073825503
RNA,0.004464286,0.011160714,0.022321429,0.015625,0.022321429,0.03125,0.082589286,0.002232143,0.002232143,0.006696429,0.122767857,0.042410714,0.388392857,448,0.053571429,0.044642857,0.060267857,0.080357143
RNA,0.006309148,0.003154574,0.015772871,0.018927445,0.015772871,0.022082019,0.069400631,0.003154574,0,0.003154574,0.069400631,0.006309148,0.208201893,317,0.044164038,0.05362776,0.066246057,0.028391167
RNA,0.024509804,0.029411765,0.073529412,0.06372549,0.073529412,0.078431373,0.200980392,0.009803922,0.014705882,0.034313725,0.073529412,0.024509804,0.299019608,204,0.083333333,0.078431373,0.044117647,0.06372549
RNA,0.070175439,0.087719298,0.192982456,0.140350877,0.192982456,0.192982456,0.368421053,0.035087719,0.052631579,0.105263158,0,0,0.140350877,57,0.070175439,0.175438596,0.01754386,0.052631579
RNA,0.026682135,0.010440835,0.047563805,0.061484919,0.047563805,0.026682135,0.118329466,0.009280742,0.004640371,0.019721578,0.10324826,0.004640371,0.25638051,862,0.080046404,0.052204176,0.053364269,0.042923434
RNA,0.012738854,0.01910828,0.089171975,0.044585987,0.089171975,0.076433121,0.267515924,0.006369427,0.006369427,0.044585987,0.038216561,0,0.108280255,157,0.095541401,0.114649682,0.01910828,0.038216561
RNA,0.009569378,0.033492823,0.086124402,0.023923445,0.086124402,0.105263158,0.220095694,0.004784689,0.009569378,0.033492823,0.043062201,0.009569378,0.368421053,209,0.057416268,0.114832536,0.038277512,0.076555024
RNA,0.113402062,0.041237113,0.226804124,0.24742268,0.226804124,0.12371134,0.422680412,0.041237113,0,0.113402062,0,0,0,97,0.154639175,0.144329897,0,0.010309278
RNA,0.015584416,0.014285714,0.062337662,0.044155844,0.062337662,0.048051948,0.149350649,0.003896104,0.002597403,0.023376623,0.066233766,0.057142857,0.346753247,770,0.067532468,0.083116883,0.041558442,0.081818182
RNA,0.015452539,0.013245033,0.054083885,0.057395143,0.054083885,0.047461369,0.162251656,0.004415011,0.006622517,0.023178808,0.112582781,0.103752759,0.513245033,906,0.070640177,0.066225166,0.057395143,0.114790287
RNA,0.013513514,0.013513514,0.033783784,0.033783784,0.033783784,0.027027027,0.074324324,0.006756757,0.006756757,0.013513514,0,0.128378378,0.317567568,148,0.060810811,0.047297297,0.02027027,0.114864865
RNA,0.021621622,0.027027027,0.064864865,0.075675676,0.064864865,0.059459459,0.178378378,0.010810811,0.010810811,0.032432432,0.059459459,0.118918919,0.464864865,185,0.075675676,0.086486486,0.054054054,0.108108108
RNA,0,0,0.038461538,0.007692308,0.038461538,0.023076923,0.138461538,0,0,0.015384615,0.069230769,0.076923077,0.276923077,130,0.069230769,0.084615385,0.023076923,0.084615385
RNA,0.015122873,0.007561437,0.043478261,0.041587902,0.043478261,0.034026465,0.126654064,0.003780718,0.001890359,0.013232514,0.13610586,0.056710775,0.419659735,529,0.058601134,0.064272212,0.071833648,0.073724008
RNA,0.00990099,0.01980198,0.04950495,0.01980198,0.04950495,0.03960396,0.108910891,0.00990099,0.00990099,0.02970297,0.01980198,0.02970297,0.178217822,101,0.069306931,0.069306931,0.03960396,0.04950495
RNA,0.017699115,0,0.017699115,0.03539823,0.017699115,0.026548673,0.115044248,0.008849558,0,0.008849558,0,0.044247788,0.238938053,113,0.044247788,0.079646018,0.03539823,0.10619469
RNA,0.015463918,0.005154639,0.051546392,0.036082474,0.051546392,0.077319588,0.18556701,0.005154639,0,0.010309278,0.103092784,0.06185567,0.489690722,194,0.06185567,0.128865979,0.077319588,0.087628866
RNA,0.004123711,0.010309278,0.022680412,0.016494845,0.022680412,0.037113402,0.086597938,0.002061856,0.002061856,0.006185567,0.111340206,0.026804124,0.296907216,485,0.04742268,0.051546392,0.059793814,0.049484536
RNA,0.011320755,0.045283019,0.109433962,0.030188679,0.109433962,0.135849057,0.252830189,0.003773585,0.018867925,0.049056604,0.109433962,0.045283019,0.4,265,0.067924528,0.139622642,0.052830189,0.060377358
RNA,0.085106383,0.021276596,0.191489362,0.191489362,0.191489362,0.074468085,0.446808511,0.031914894,0,0.053191489,0.053191489,0,0.053191489,94,0.14893617,0.127659574,0.031914894,0
RNA,0.0703125,0.046875,0.2109375,0.203125,0.2109375,0.1015625,0.3984375,0.03125,0.0234375,0.09375,0.078125,0,0.15625,128,0.171875,0.09375,0.0390625,0.03125
RNA,0.018181818,0.018181818,0.072727273,0.072727273,0.072727273,0.036363636,0.16969697,0.006060606,0.012121212,0.03030303,0.339393939,0.16969697,0.648484848,165,0.090909091,0.060606061,0.109090909,0.139393939
RNA,0.02195122,0.024390244,0.092682927,0.065853659,0.092682927,0.07804878,0.214634146,0.009756098,0.009756098,0.036585366,0.068292683,0.026829268,0.173170732,410,0.085365854,0.092682927,0.029268293,0.048780488
RNA,0.017326733,0.007425743,0.027227723,0.037128713,0.027227723,0.012376238,0.064356436,0.007425743,0.002475248,0.00990099,0.047029703,0,0.141089109,404,0.044554455,0.022277228,0.027227723,0.032178218
RNA,0.002941176,0,0.020588235,0.011764706,0.020588235,0.008823529,0.085294118,0,0,0.002941176,0.055882353,0.044117647,0.314705882,340,0.052941176,0.047058824,0.05,0.058823529
RNA,0.032085561,0,0.058823529,0.117647059,0.058823529,0,0.181818182,0.005347594,0,0.010695187,0.117647059,0.026737968,0.288770053,187,0.106951872,0.048128342,0.064171123,0.064171123
RNA,0.016877637,0.025316456,0.075949367,0.046413502,0.075949367,0.084388186,0.198312236,0.008438819,0.004219409,0.029535865,0,0.075949367,0.337552743,237,0.080168776,0.084388186,0.033755274,0.097046414
RNA,0.009009009,0.036036036,0.072072072,0.054054054,0.072072072,0.099099099,0.18018018,0,0.018018018,0.027027027,0.072072072,0.009009009,0.198198198,111,0.072072072,0.099099099,0.027027027,0.072072072
RNA,0.008810573,0.013215859,0.04845815,0.026431718,0.04845815,0.039647577,0.13215859,0.004405286,0.004405286,0.017621145,0.066079295,0.127753304,0.449339207,227,0.061674009,0.092511013,0.044052863,0.105726872
RNA,0.00886918,0.006651885,0.026607539,0.031042129,0.026607539,0.022172949,0.084257206,0.00443459,0.002217295,0.011086475,0.133037694,0.028824834,0.328159645,451,0.066518847,0.046563193,0.055432373,0.062084257
RNA,0.030864198,0.018518519,0.080246914,0.098765432,0.080246914,0.067901235,0.265432099,0.012345679,0.00617284,0.024691358,0.012345679,0.185185185,0.456790123,162,0.080246914,0.092592593,0.037037037,0.12962963
RNA,0.070469799,0.026845638,0.130872483,0.181208054,0.130872483,0.063758389,0.322147651,0.023489933,0.010067114,0.046979866,0.204697987,0.036912752,0.362416107,298,0.16442953,0.070469799,0.063758389,0.05704698
RNA,0.035087719,0,0.043859649,0.096491228,0.043859649,0,0.105263158,0.01754386,0,0.026315789,0.078947368,0,0.236842105,114,0.087719298,0.01754386,0.061403509,0.026315789
RNA,0.068181818,0,0.113636364,0.181818182,0.113636364,0.022727273,0.295454545,0.022727273,0,0.056818182,0.136363636,0.022727273,0.329545455,88,0.159090909,0.079545455,0.068181818,0.045454545
RNA,0.00280112,0.06162465,0.071428571,0.025210084,0.071428571,0.148459384,0.191876751,0,0.022408964,0.026610644,0.159663866,0.208683473,0.469187675,714,0.037815126,0.12464986,0.071428571,0.166666667
RNA,0.034090909,0,0.136363636,0.147727273,0.136363636,0.011363636,0.284090909,0.011363636,0,0.045454545,0.034090909,0.011363636,0.431818182,88,0.125,0.102272727,0.056818182,0.056818182
RNA,0.007692308,0.030769231,0.061538462,0.023076923,0.061538462,0.076923077,0.169230769,0,0.015384615,0.030769231,0.107692308,0.053846154,0.330769231,130,0.061538462,0.107692308,0.038461538,0.061538462
RNA,0,0.017857143,0.035714286,0.007936508,0.035714286,0.063492063,0.111111111,0,0.003968254,0.011904762,0.099206349,0.03968254,0.33531746,504,0.031746032,0.095238095,0.057539683,0.055555556
RNA,0,0.069230769,0.1,0,0.1,0.1,0.146153846,0,0.038461538,0.053846154,0.076923077,0.015384615,0.3,130,0.038461538,0.130769231,0.038461538,0.061538462
RNA,0.024390244,0.036585366,0.085365854,0.024390244,0.085365854,0.097560976,0.146341463,0.012195122,0,0.036585366,0,0,0.012195122,82,0.048780488,0.085365854,0.024390244,0.036585366
RNA,0.041769042,0,0.049140049,0.063882064,0.049140049,0.004914005,0.090909091,0.017199017,0,0.01965602,0.051597052,0.002457002,0.142506143,407,0.066339066,0.024570025,0.036855037,0.029484029
RNA,0.018867925,0.094339623,0.226415094,0.047169811,0.226415094,0.273584906,0.481132075,0.009433962,0.028301887,0.08490566,0,0.009433962,0.056603774,106,0.075471698,0.216981132,0.009433962,0.028301887
RNA,0.037037037,0,0.044444444,0.088888889,0.044444444,0.007407407,0.133333333,0.007407407,0,0.022222222,0,0.02962963,0.17037037,135,0.088888889,0.059259259,0.02962963,0.059259259
RNA,0.008064516,0.048387097,0.068548387,0.02016129,0.068548387,0.149193548,0.177419355,0.004032258,0.024193548,0.036290323,0.004032258,0.092741935,0.391129032,248,0.040322581,0.120967742,0.040322581,0.096774194
RNA,0.015384615,0,0.061538462,0.046153846,0.061538462,0.023076923,0.146153846,0.007692308,0,0.030769231,0.107692308,0.053846154,0.261538462,130,0.084615385,0.084615385,0.046153846,0.046153846
RNA,0.027173913,0.059782609,0.108695652,0.059782609,0.108695652,0.141304348,0.266304348,0.016304348,0.027173913,0.048913043,0.043478261,0.048913043,0.233695652,184,0.081521739,0.135869565,0.02173913,0.070652174
RNA,0,0.024390244,0.036585366,0.085365854,0.036585366,0.06097561,0.170731707,0,0.012195122,0.024390244,0.097560976,0.06097561,0.219512195,82,0.12195122,0.06097561,0.048780488,0.06097561
RNA,0.008174387,0.002724796,0.019073569,0.024523161,0.019073569,0.027247956,0.081743869,0.002724796,0,0.005449591,0.054495913,0.027247956,0.209809264,367,0.04359673,0.059945504,0.04359673,0.035422343
RNA,0.027777778,0.006410256,0.061965812,0.072649573,0.061965812,0.02991453,0.173076923,0.008547009,0,0.019230769,0.068376068,0.106837607,0.497863248,468,0.10042735,0.051282051,0.040598291,0.115384615
RNA,0.056872038,0.009478673,0.085308057,0.132701422,0.085308057,0.018957346,0.199052133,0.018957346,0.004739336,0.037914692,0.023696682,0.085308057,0.421800948,211,0.118483412,0.056872038,0.028436019,0.09478673
RNA,0.015936255,0.003984064,0.067729084,0.039840637,0.067729084,0.019920319,0.15936255,0.003984064,0,0.019920319,0,0.051792829,0.239043825,251,0.099601594,0.071713147,0.03187251,0.071713147
RNA,0.011952191,0.007968127,0.06374502,0.035856574,0.06374502,0.035856574,0.155378486,0.003984064,0,0.019920319,0,0.055776892,0.219123506,251,0.087649402,0.075697211,0.03187251,0.067729084
RNA,0,0.068627451,0.088235294,0,0.088235294,0.18627451,0.245098039,0,0.029411765,0.029411765,0.029411765,0.058823529,0.294117647,102,0.029411765,0.156862745,0.019607843,0.088235294
RNA,0.029126214,0.009708738,0.077669903,0.058252427,0.077669903,0.058252427,0.213592233,0.019417476,0,0.038834951,0,0.077669903,0.359223301,103,0.077669903,0.097087379,0.029126214,0.087378641
RNA,0.011299435,0.008474576,0.039548023,0.042372881,0.039548023,0.02259887,0.115819209,0.002824859,0.002824859,0.011299435,0.087570621,0.025423729,0.206214689,354,0.064971751,0.042372881,0.04519774,0.028248588
RNA,0,0,0.02016129,0,0.02016129,0,0.064516129,0,0,0.004032258,0.02016129,0.024193548,0.149193548,248,0.036290323,0.032258065,0.036290323,0.032258065
RNA,0.003039514,0.012158055,0.024316109,0.012158055,0.024316109,0.048632219,0.100303951,0,0.003039514,0.006079027,0.11550152,0.030395137,0.358662614,329,0.039513678,0.079027356,0.066869301,0.051671733
RNA,0,0.042016807,0.067226891,0,0.067226891,0.100840336,0.18487395,0,0.008403361,0.016806723,0.067226891,0.092436975,0.504201681,119,0.042016807,0.109243697,0.033613445,0.134453782
RNA,0.011278195,0.07518797,0.15037594,0.060150376,0.15037594,0.176691729,0.37593985,0.003759398,0.026315789,0.052631579,0.071428571,0.003759398,0.180451128,266,0.086466165,0.146616541,0.033834586,0.045112782
RNA,0.044871795,0.070512821,0.173076923,0.108974359,0.173076923,0.192307692,0.416666667,0.019230769,0.025641026,0.083333333,0,0.025641026,0.08974359,156,0.115384615,0.166666667,0.012820513,0.044871795
RNA,0.023255814,0.034883721,0.087209302,0.069767442,0.087209302,0.075581395,0.23255814,0.005813953,0.01744186,0.034883721,0.046511628,0.011627907,0.279069767,172,0.104651163,0.093023256,0.034883721,0.046511628
RNA,0.02166065,0.003610108,0.054151625,0.050541516,0.054151625,0.018050542,0.129963899,0.007220217,0,0.018050542,0.079422383,0.057761733,0.288808664,277,0.075812274,0.054151625,0.036101083,0.057761733
RNA,0,0,0.016528926,0.016528926,0.016528926,0.016528926,0.074380165,0,0,0.008264463,0.190082645,0,0.20661157,121,0.049586777,0.033057851,0.066115702,0.033057851
DRNA,0,0.038251366,0.084699454,0.016393443,0.084699454,0.103825137,0.199453552,0,0.010928962,0.030054645,0.101092896,0.06284153,0.349726776,366,0.054644809,0.120218579,0.043715847,0.073770492
DRNA,0.007905138,0.039525692,0.071146245,0.031620553,0.071146245,0.083003953,0.154150198,0.003952569,0.011857708,0.035573123,0.003952569,0.110671937,0.320158103,253,0.071146245,0.083003953,0.015810277,0.110671937
DRNA,0,0.007772021,0.018134715,0.005181347,0.018134715,0.031088083,0.062176166,0,0.002590674,0.007772021,0.031088083,0.010362694,0.189119171,386,0.033678756,0.049222798,0.03626943,0.044041451
DRNA,0.018987342,0.016110472,0.050057537,0.048906789,0.050057537,0.043153049,0.132336018,0.008055236,0.005178366,0.019562716,0.094361335,0.030494822,0.299194476,1738,0.066743383,0.060989643,0.054085155,0.055811277
DRNA,0,0.040372671,0.059006211,0.00621118,0.059006211,0.121118012,0.192546584,0,0.01242236,0.01863354,0.068322981,0.096273292,0.450310559,322,0.043478261,0.111801242,0.031055901,0.111801242
DRNA,0,0.044642857,0.06547619,0,0.06547619,0.089285714,0.136904762,0,0.017857143,0.023809524,0.101190476,0.008928571,0.285714286,336,0.032738095,0.095238095,0.050595238,0.06547619
DRNA,0.018372703,0.011154856,0.055774278,0.05511811,0.055774278,0.031496063,0.144356955,0.005905512,0.004593176,0.021653543,0.089238845,0.095800525,0.466535433,1524,0.078740157,0.06496063,0.04855643,0.104986877
DRNA,0.020997375,0.009186352,0.055774278,0.06167979,0.055774278,0.027559055,0.143700787,0.007217848,0.00328084,0.020997375,0.080052493,0.090551181,0.475721785,1524,0.083989501,0.061023622,0.049868766,0.104330709
DRNA,0.011415525,0.029680365,0.079908676,0.043378995,0.079908676,0.082191781,0.189497717,0.002283105,0.011415525,0.029680365,0.089041096,0.180365297,0.575342466,438,0.070776256,0.089041096,0.047945205,0.155251142
DRNA,0.005747126,0.013793103,0.045977011,0.029885057,0.045977011,0.04137931,0.134482759,0,0.006896552,0.017241379,0.142528736,0.070114943,0.474712644,870,0.059770115,0.077011494,0.064367816,0.088505747
DRNA,0.011976048,0.005988024,0.035072712,0.041916168,0.035072712,0.017964072,0.090675791,0.003421728,0.001710864,0.014542344,0.192472198,0.056458512,0.494439692,1169,0.066723695,0.044482464,0.071856287,0.087254063
DRNA,0,0.014925373,0.014925373,0,0.014925373,0.044776119,0.044776119,0,0,0,0.134328358,0.134328358,0.507462687,67,0.014925373,0.074626866,0.029850746,0.149253731
DRNA,0.009787928,0.024469821,0.04812398,0.030179445,0.04812398,0.063621533,0.133768352,0.002446982,0.010603589,0.017944535,0.060358891,0.041598695,0.327079935,1226,0.057911909,0.072593801,0.042414356,0.073409462
DRNA,0.006349206,0.022222222,0.047619048,0.019047619,0.047619048,0.053968254,0.120634921,0.003174603,0.006349206,0.015873016,0.158730159,0.050793651,0.412698413,315,0.041269841,0.076190476,0.066666667,0.06031746
DRNA,0.020432692,0.003605769,0.040865385,0.049278846,0.040865385,0.019230769,0.129807692,0.009615385,0.001201923,0.015625,0.098557692,0.080528846,0.5,832,0.091346154,0.050480769,0.050480769,0.104567308
DRNA,0.012254902,0.014705882,0.048202614,0.036764706,0.048202614,0.039215686,0.131535948,0.003267974,0.006535948,0.017973856,0.098856209,0.052287582,0.380718954,1224,0.064542484,0.060457516,0.062908497,0.075980392
DRNA,0.004830918,0.009661836,0.028985507,0.026570048,0.028985507,0.031400966,0.077294686,0,0.002415459,0.012077295,0.130434783,0.041062802,0.277777778,414,0.048309179,0.048309179,0.053140097,0.053140097
DRNA,0.008032129,0.009753299,0.031554791,0.024670109,0.031554791,0.026391279,0.093516925,0.00172117,0.002868617,0.010327022,0.13253012,0.044176707,0.355134825,1743,0.049340218,0.052208835,0.05966724,0.065978199
DRNA,0.013953488,0.004651163,0.030564784,0.037541528,0.030564784,0.013289037,0.076744186,0.005315615,0.001328904,0.011295681,0.050498339,0.021594684,0.199003322,3010,0.058139535,0.032225914,0.040863787,0.039202658
DRNA,0.034965035,0.013986014,0.073426573,0.076923077,0.073426573,0.045454545,0.153846154,0.013986014,0.006993007,0.031468531,0.048951049,0.055944056,0.300699301,286,0.083916084,0.059440559,0.041958042,0.073426573
DRNA,0.032258065,0,0.036866359,0.085253456,0.036866359,0.004608295,0.108294931,0.011520737,0,0.013824885,0.057603687,0.02764977,0.357142857,434,0.082949309,0.032258065,0.048387097,0.069124424
DRNA,0,0.034428795,0.040688576,0.004694836,0.040688576,0.103286385,0.126760563,0,0.010954617,0.014084507,0.095461659,0.054773083,0.420970266,639,0.018779343,0.126760563,0.054773083,0.082942097
nonDRNA,0.005163511,0.006884682,0.018932874,0.020654045,0.018932874,0.024096386,0.082616179,0.00172117,0.00172117,0.003442341,0.189328744,0.034423408,0.39070568,581,0.048192771,0.056798623,0.08605852,0.055077453
nonDRNA,0,0.008823529,0.014705882,0,0.014705882,0.017647059,0.029411765,0,0.002941176,0.005882353,0.061764706,0,0.138235294,340,0.017647059,0.026470588,0.052941176,0.020588235
nonDRNA,0.006116208,0.006116208,0.03058104,0.018348624,0.03058104,0.01529052,0.076452599,0.003058104,0.003058104,0.012232416,0.064220183,0.003058104,0.189602446,327,0.058103976,0.04587156,0.051987768,0.042813456
nonDRNA,0,0.0234375,0.0234375,0,0.0234375,0.09375,0.09375,0,0.0078125,0.0078125,0.125,0.0234375,0.421875,128,0.0078125,0.1015625,0.078125,0.0625
nonDRNA,0,0.022988506,0.022988506,0,0.022988506,0.057471264,0.057471264,0,0.011494253,0.011494253,0.091954023,0.022988506,0.344827586,87,0.011494253,0.068965517,0.057471264,0.045977011
nonDRNA,0,0.017513135,0.029772329,0.007005254,0.029772329,0.049036778,0.092819615,0,0.007005254,0.012259194,0.127845884,0.022767075,0.343257443,571,0.031523643,0.07530648,0.066549912,0.056042032
nonDRNA,0,0.004219409,0.016877637,0,0.016877637,0.012658228,0.05907173,0,0,0.004219409,0.164556962,0,0.265822785,237,0.029535865,0.046413502,0.075949367,0.029535865
nonDRNA,0,0.004219409,0.016877637,0,0.016877637,0.012658228,0.05907173,0,0,0.004219409,0.185654008,0,0.227848101,237,0.029535865,0.046413502,0.080168776,0.021097046
nonDRNA,0,0.012658228,0.025316456,0,0.025316456,0.042194093,0.071729958,0,0.004219409,0.008438819,0.181434599,0,0.23628692,237,0.025316456,0.050632911,0.075949367,0.025316456
nonDRNA,0,0.012658228,0.025316456,0.008438819,0.025316456,0.042194093,0.080168776,0,0.004219409,0.008438819,0.164556962,0,0.210970464,237,0.029535865,0.050632911,0.067510549,0.029535865
nonDRNA,0,0.012658228,0.025316456,0,0.025316456,0.042194093,0.071729958,0,0.004219409,0.008438819,0.181434599,0,0.23628692,237,0.025316456,0.050632911,0.075949367,0.025316456
nonDRNA,0,0.0041841,0.0041841,0,0.0041841,0.020920502,0.020920502,0,0,0,0.058577406,0.0041841,0.184100418,239,0.012552301,0.037656904,0.054393305,0.037656904
nonDRNA,0,0.01863354,0.01863354,0,0.01863354,0.059006211,0.062111801,0,0.00621118,0.00621118,0.068322981,0.01242236,0.173913043,322,0.01552795,0.071428571,0.031055901,0.052795031
nonDRNA,0,0,0,0,0,0.020618557,0.020618557,0,0,0,0.154639175,0.051546392,0.381443299,97,0,0.072164948,0.041237113,0.113402062
nonDRNA,0,0,0,0,0,0,0,0,0,0,0,0.119047619,0.238095238,42,0.023809524,0.023809524,0.023809524,0.095238095
nonDRNA,0,0.018518519,0.018518519,0,0.018518519,0.046296296,0.055555556,0,0.009259259,0.009259259,0.342592593,0.083333333,0.638888889,108,0.009259259,0.111111111,0.111111111,0.064814815
nonDRNA,0,0.013157895,0.013157895,0,0.013157895,0.032894737,0.046052632,0,0.006578947,0.006578947,0.131578947,0.026315789,0.315789474,152,0.032894737,0.072368421,0.092105263,0.032894737
nonDRNA,0,0.014492754,0.028985507,0,0.028985507,0.043478261,0.057971014,0,0.007246377,0.014492754,0.065217391,0,0.195652174,138,0.02173913,0.057971014,0.057971014,0.028985507
nonDRNA,0,0.005405405,0.021621622,0.010810811,0.021621622,0.021621622,0.113513514,0,0,0.005405405,0.097297297,0.032432432,0.47027027,185,0.075675676,0.059459459,0.048648649,0.102702703
nonDRNA,0,0.055555556,0.055555556,0,0.055555556,0.157407407,0.157407407,0,0.027777778,0.027777778,0.361111111,0.083333333,0.592592593,108,0.009259259,0.157407407,0.12962963,0.083333333
nonDRNA,0.005649718,0.019774011,0.025423729,0.011299435,0.025423729,0.04519774,0.076271186,0.002824859,0.008474576,0.011299435,0.036723164,0.039548023,0.282485876,354,0.036723164,0.064971751,0.036723164,0.064971751
nonDRNA,0,0.017910448,0.023880597,0.002985075,0.023880597,0.053731343,0.092537313,0,0.005970149,0.005970149,0.056716418,0.011940299,0.170149254,335,0.032835821,0.056716418,0.035820896,0.041791045
nonDRNA,0,0.015432099,0.024691358,0,0.024691358,0.055555556,0.077160494,0,0.00308642,0.00308642,0.083333333,0.012345679,0.185185185,324,0.018518519,0.074074074,0.040123457,0.052469136
nonDRNA,0,0.015267176,0.022900763,0,0.022900763,0.053435115,0.071246819,0,0.002544529,0.002544529,0.089058524,0.012722646,0.20610687,393,0.015267176,0.06870229,0.040712468,0.055979644
nonDRNA,0.013513514,0.018018018,0.054054054,0.040540541,0.054054054,0.054054054,0.126126126,0.004504505,0.004504505,0.013513514,0.130630631,0.067567568,0.54954955,222,0.054054054,0.072072072,0.063063063,0.103603604
nonDRNA,0.016393443,0,0.030054645,0.032786885,0.030054645,0.008196721,0.079234973,0.008196721,0,0.008196721,0.095628415,0.019125683,0.319672131,366,0.057377049,0.049180328,0.057377049,0.054644809
nonDRNA,0.007518797,0.003759398,0.022556391,0.015037594,0.022556391,0.018796992,0.052631579,0.003759398,0,0.011278195,0.093984962,0.041353383,0.342105263,266,0.022556391,0.04887218,0.052631579,0.060150376
nonDRNA,0.003115265,0,0.024922118,0.012461059,0.024922118,0.00623053,0.052959502,0,0,0.009345794,0.118380062,0.028037383,0.255451713,321,0.062305296,0.021806854,0.059190031,0.043613707
nonDRNA,0,0,0.024390244,0.024390244,0.024390244,0,0.085365854,0,0,0.012195122,0.182926829,0.073170732,0.341463415,82,0.06097561,0.036585366,0.097560976,0.06097561
