Class,R_sw_3_h_2,K_sw_3_h_2,RorK_sw_3_h_2,R_sw_5_h_2,RorK_sw_3_h_2,K_sw_5_h_2,RorK_sw_5_h_2,R_sw_2_h_2,K_sw_2_h_2,RorK_sw_2_h_2,D_sw_10_h_2,E_sw_5_h_2,DorE_sw_10_h_2,length,frac_R,frac_K,frac_D,frac_E
DNA,0.022608696,0.008695652,0.062608696,0.059130435,0.062608696,0.033043478,0.154782609,0.008695652,0,0.020869565,0.123478261,0.08,0.47826087,575,0.088695652,0.055652174,0.053913043,0.099130435
DNA,0.009259259,0,0.009259259,0.037037037,0.009259259,0,0.064814815,0,0,0,0.027777778,0.046296296,0.444444444,108,0.111111111,0.018518519,0.037037037,0.092592593
DNA,0.014492754,0.004140787,0.041407867,0.039337474,0.041407867,0.016563147,0.103519669,0.004140787,0,0.016563147,0.072463768,0.035196687,0.211180124,483,0.064182195,0.037267081,0.043478261,0.045548654
DNA,0.005649718,0.016949153,0.04519774,0.02259887,0.04519774,0.039548023,0.107344633,0,0.005649718,0.016949153,0.282485876,0.016949153,0.514124294,177,0.062146893,0.039548023,0.101694915,0.073446328
DNA,0.01384083,0.006920415,0.038062284,0.027681661,0.038062284,0.051903114,0.128027682,0.006920415,0,0.01384083,0.141868512,0.079584775,0.435986159,289,0.051903114,0.08650519,0.058823529,0.08650519
DNA,0,0.032967033,0.06043956,0,0.06043956,0.076923077,0.131868132,0,0.010989011,0.027472527,0.049450549,0.038461538,0.434065934,182,0.038461538,0.098901099,0.06043956,0.087912088
DNA,0.01958042,0.005594406,0.036363636,0.048951049,0.036363636,0.012587413,0.093706294,0.005594406,0.002797203,0.012587413,0.127272727,0.036363636,0.309090909,715,0.06993007,0.032167832,0.05034965,0.064335664
DNA,0,0.076335878,0.114503817,0.007633588,0.114503817,0.213740458,0.244274809,0,0.038167939,0.053435115,0,0,0.091603053,131,0.045801527,0.152671756,0.022900763,0.061068702
DNA,0.013937282,0.010452962,0.045296167,0.045296167,0.045296167,0.048780488,0.108013937,0,0,0.017421603,0.013937282,0.06271777,0.268292683,287,0.048780488,0.048780488,0.017421603,0.076655052
DNA,0.034548944,0.019193858,0.080614203,0.084452975,0.080614203,0.061420345,0.176583493,0.013435701,0.009596929,0.042226488,0.126679463,0.084452975,0.376199616,521,0.07293666,0.082533589,0.049904031,0.097888676
DNA,0.00462963,0.00462963,0.016203704,0.013888889,0.016203704,0.020833333,0.0625,0.002314815,0,0.002314815,0.048611111,0.039351852,0.208333333,432,0.034722222,0.043981481,0.037037037,0.050925926
DNA,0.019543974,0.013029316,0.055374593,0.048859935,0.055374593,0.03257329,0.120521173,0.009771987,0.003257329,0.022801303,0.061889251,0.061889251,0.214983713,307,0.068403909,0.048859935,0.026058632,0.06514658
DNA,0.053042122,0.003120125,0.063962559,0.120124805,0.063962559,0.007800312,0.137285491,0.010920437,0.001560062,0.017160686,0.090483619,0.024960998,0.182527301,641,0.07800312,0.020280811,0.035881435,0.042121685
DNA,0.021276596,0.01462766,0.053191489,0.050531915,0.053191489,0.03856383,0.146276596,0.009308511,0.003989362,0.019946809,0.113031915,0.050531915,0.363031915,752,0.070478723,0.058510638,0.063829787,0.075797872
DNA,0.03125,0.0125,0.1,0.0625,0.1,0.025,0.2,0.0125,0.00625,0.05625,0.1875,0.09375,0.425,160,0.0875,0.06875,0.09375,0.0875
DNA,0.008247423,0,0.022680412,0.04742268,0.022680412,0.008247423,0.107216495,0.002061856,0,0.006185567,0.059793814,0.049484536,0.371134021,485,0.086597938,0.039175258,0.045360825,0.086597938
DNA,0.004830918,0.009661836,0.028985507,0.026570048,0.028985507,0.031400966,0.077294686,0,0.002415459,0.012077295,0.115942029,0.036231884,0.268115942,414,0.04589372,0.050724638,0.050724638,0.050724638
DNA,0.017793594,0.024911032,0.081850534,0.046263345,0.081850534,0.053380783,0.145907473,0.003558719,0.010676157,0.028469751,0.185053381,0.078291815,0.483985765,281,0.046263345,0.081850534,0.078291815,0.085409253
DNA,0.016806723,0.016806723,0.048480931,0.045248869,0.048480931,0.042663219,0.12863607,0.005817712,0.007110537,0.018099548,0.098901099,0.043309632,0.322559793,1547,0.062055591,0.070458953,0.058177117,0.058177117
DNA,0.027777778,0.027777778,0.101851852,0.092592593,0.101851852,0.111111111,0.259259259,0.009259259,0.009259259,0.046296296,0.064814815,0.037037037,0.287037037,108,0.092592593,0.12037037,0.046296296,0.064814815
DNA,0.003472222,0.015625,0.057291667,0.012152778,0.057291667,0.078125,0.182291667,0.001736111,0.003472222,0.019097222,0.095486111,0.024305556,0.314236111,576,0.052083333,0.090277778,0.055555556,0.052083333
DNA,0.008591065,0.013745704,0.049828179,0.02233677,0.049828179,0.063573883,0.151202749,0.003436426,0.001718213,0.015463918,0.190721649,0.02233677,0.378006873,582,0.051546392,0.080756014,0.077319588,0.048109966
DNA,0.015151515,0.03030303,0.053030303,0.060606061,0.053030303,0.098484848,0.189393939,0.007575758,0.015151515,0.022727273,0.068181818,0.015151515,0.166666667,132,0.075757576,0.083333333,0.022727273,0.037878788
DNA,0.015151515,0.03030303,0.053030303,0.060606061,0.053030303,0.098484848,0.189393939,0.007575758,0.015151515,0.022727273,0.068181818,0.015151515,0.166666667,132,0.075757576,0.083333333,0.022727273,0.037878788
DNA,0.028538813,0.006849315,0.052511416,0.066210046,0.052511416,0.014840183,0.109589041,0.010273973,0.003424658,0.021689498,0.146118721,0.012557078,0.246575342,876,0.062785388,0.028538813,0.053652968,0.035388128
DNA,0.048543689,0.009708738,0.165048544,0.13592233,0.165048544,0.077669903,0.388349515,0.019417476,0,0.077669903,0,0.038834951,0.174757282,103,0.13592233,0.106796117,0.029126214,0.038834951
DNA,0,0.054263566,0.108527132,0.054263566,0.108527132,0.131782946,0.286821705,0,0.015503876,0.023255814,0,0.046511628,0.170542636,129,0.093023256,0.108527132,0.023255814,0.046511628
DNA,0,0.053846154,0.107692308,0.053846154,0.107692308,0.123076923,0.284615385,0,0.015384615,0.023076923,0,0.046153846,0.169230769,130,0.1,0.1,0.015384615,0.053846154
DNA,0,0.046153846,0.1,0.053846154,0.1,0.123076923,0.276923077,0,0.015384615,0.023076923,0,0.046153846,0.169230769,130,0.092307692,0.1,0.015384615,0.053846154
DNA,0.019444444,0.016666667,0.061111111,0.058333333,0.061111111,0.052777778,0.15,0.005555556,0.005555556,0.025,0.038888889,0.055555556,0.286111111,360,0.069444444,0.069444444,0.038888889,0.066666667
DNA,0.008350731,0.017223382,0.043319415,0.022442589,0.043319415,0.052713987,0.10960334,0.003131524,0.005741127,0.016701461,0.10125261,0.048538622,0.373173278,1916,0.041231733,0.079331942,0.055845511,0.075678497
DNA,0,0.034090909,0.049242424,0,0.049242424,0.102272727,0.181818182,0,0.011363636,0.011363636,0.117424242,0.125,0.553030303,264,0.049242424,0.109848485,0.053030303,0.125
DNA,0,0.018779343,0.046948357,0,0.046948357,0.089201878,0.145539906,0,0.004694836,0.018779343,0.098591549,0.089201878,0.389671362,213,0.028169014,0.117370892,0.046948357,0.098591549
DNA,0.006329114,0.023734177,0.049050633,0.017405063,0.049050633,0.075949367,0.140822785,0.001582278,0.007911392,0.02056962,0.150316456,0.023734177,0.417721519,632,0.037974684,0.106012658,0.069620253,0.061708861
DNA,0.00927357,0.029366306,0.071097372,0.037094281,0.071097372,0.064914992,0.166924266,0.00309119,0.007727975,0.024729521,0.109737249,0.054095827,0.452859351,647,0.049459042,0.086553323,0.066460587,0.075734158
DNA,0.018018018,0.021021021,0.066066066,0.051051051,0.066066066,0.06006006,0.18018018,0.009009009,0.006006006,0.024024024,0.09009009,0.063063063,0.459459459,333,0.072072072,0.087087087,0.063063063,0.081081081
DNA,0.008928571,0.022321429,0.049107143,0.044642857,0.049107143,0.035714286,0.129464286,0.004464286,0.008928571,0.017857143,0.111607143,0.075892857,0.352678571,224,0.058035714,0.080357143,0.066964286,0.066964286
DNA,0.011627907,0.058139535,0.073643411,0.027131783,0.073643411,0.151162791,0.201550388,0.003875969,0.019379845,0.023255814,0.11627907,0.046511628,0.356589147,258,0.027131783,0.124031008,0.054263566,0.065891473
DNA,0.008064516,0.040322581,0.096774194,0.024193548,0.096774194,0.161290323,0.290322581,0,0.008064516,0.024193548,0.153225806,0.14516129,0.5,124,0.056451613,0.153225806,0.040322581,0.120967742
DNA,0.006884682,0.022375215,0.04302926,0.025817556,0.04302926,0.053356282,0.082616179,0.00172117,0.008605852,0.017211704,0.063683305,0.003442341,0.165232358,581,0.024096386,0.04475043,0.034423408,0.025817556
DNA,0.010706638,0.006423983,0.04496788,0.038543897,0.04496788,0.017130621,0.111349036,0.002141328,0.002141328,0.014989293,0.074946467,0.047109208,0.357601713,467,0.077087794,0.049250535,0.051391863,0.066381156
DNA,0.007142857,0.007142857,0.038095238,0.04047619,0.038095238,0.035714286,0.157142857,0.002380952,0.002380952,0.011904762,0.021428571,0.023809524,0.226190476,420,0.085714286,0.064285714,0.033333333,0.061904762
DNA,0.004731861,0.007886435,0.023659306,0.018927445,0.023659306,0.028391167,0.070977918,0.001577287,0.003154574,0.006309148,0.138801262,0.009463722,0.260252366,634,0.033123028,0.061514196,0.063091483,0.042586751
DNA,0.042553191,0,0.053191489,0.095744681,0.053191489,0,0.127659574,0.010638298,0,0.010638298,0.085106383,0.063829787,0.361702128,94,0.085106383,0.010638298,0.031914894,0.085106383
DNA,0.02238806,0.026119403,0.059701493,0.078358209,0.059701493,0.055970149,0.160447761,0.007462687,0.007462687,0.02238806,0.104477612,0.037313433,0.391791045,268,0.074626866,0.063432836,0.055970149,0.070895522
DNA,0,0.027972028,0.055944056,0.003496503,0.055944056,0.076923077,0.115384615,0,0.01048951,0.017482517,0.192307692,0.132867133,0.482517483,286,0.024475524,0.076923077,0.08041958,0.132867133
DNA,0.010033445,0,0.056856187,0.030100334,0.056856187,0.013377926,0.127090301,0.003344482,0,0.026755853,0.066889632,0.080267559,0.377926421,299,0.080267559,0.046822742,0.053511706,0.093645485
DNA,0.006075334,0.020656136,0.054678007,0.027946537,0.054678007,0.063183475,0.164034022,0.002430134,0.008505468,0.020656136,0.167679222,0.065613609,0.505467801,823,0.061968408,0.07290401,0.071688943,0.082624544
DNA,0.023323615,0,0.055393586,0.055393586,0.055393586,0,0.12244898,0.005830904,0,0.017492711,0.172011662,0.011661808,0.314868805,343,0.102040816,0.037900875,0.064139942,0.04664723
DNA,0,0.038202247,0.051685393,0.008988764,0.051685393,0.123595506,0.170786517,0,0.015730337,0.020224719,0.062921348,0.033707865,0.391011236,445,0.026966292,0.114606742,0.04494382,0.085393258
DNA,0.011235955,0.036516854,0.064606742,0.04494382,0.064606742,0.087078652,0.165730337,0,0.011235955,0.025280899,0.056179775,0.036516854,0.300561798,356,0.056179775,0.092696629,0.042134831,0.073033708
DNA,0.008948546,0.008948546,0.045861298,0.065995526,0.045861298,0.029082774,0.16442953,0.003355705,0.002237136,0.015659955,0.062639821,0.051454139,0.275167785,894,0.100671141,0.070469799,0.032438479,0.086129754
DNA,0.056790123,0,0.066666667,0.118518519,0.066666667,0,0.140740741,0.027160494,0,0.032098765,0.061728395,0.032098765,0.286419753,405,0.111111111,0.004938272,0.044444444,0.059259259
DNA,0.007662835,0.019157088,0.051724138,0.03256705,0.051724138,0.042145594,0.116858238,0,0.009578544,0.022988506,0.072796935,0.040229885,0.283524904,522,0.061302682,0.051724138,0.045977011,0.063218391
DNA,0.009929078,0,0.018439716,0.038297872,0.018439716,0.002836879,0.056737589,0.002836879,0,0.007092199,0.093617021,0.019858156,0.334751773,705,0.076595745,0.021276596,0.053900709,0.065248227
DNA,0.023622047,0.023622047,0.070866142,0.039370079,0.070866142,0.05511811,0.165354331,0.007874016,0.007874016,0.023622047,0.05511811,0.031496063,0.307086614,127,0.078740157,0.070866142,0.031496063,0.086614173
DNA,0,0.076335878,0.114503817,0.007633588,0.114503817,0.20610687,0.236641221,0,0.038167939,0.053435115,0,0,0.091603053,131,0.045801527,0.145038168,0.022900763,0.061068702
DNA,0.027272727,0,0.040909091,0.054545455,0.040909091,0,0.104545455,0.009090909,0,0.022727273,0.118181818,0.031818182,0.309090909,220,0.095454545,0.036363636,0.068181818,0.05
DNA,0.0175,0.06,0.105,0.055,0.105,0.135,0.2775,0.005,0.0275,0.0425,0.1575,0.0975,0.4925,400,0.065,0.115,0.0675,0.115
DNA,0.009411765,0.021176471,0.04,0.030588235,0.04,0.044705882,0.094117647,0.004705882,0.009411765,0.018823529,0.051764706,0.032941176,0.247058824,425,0.051764706,0.044705882,0.032941176,0.068235294
DNA,0.002309469,0.023094688,0.03926097,0.009237875,0.03926097,0.080831409,0.122401848,0,0.006928406,0.013856813,0.032332564,0.002309469,0.17551963,433,0.034642032,0.103926097,0.041570439,0.036951501
DNA,0,0.080645161,0.096774194,0.008064516,0.096774194,0.174731183,0.220430108,0,0.037634409,0.045698925,0.061827957,0.045698925,0.284946237,372,0.032258065,0.129032258,0.034946237,0.059139785
DNA,0,0.00456621,0.01826484,0,0.01826484,0.03196347,0.068493151,0,0,0.00913242,0.050228311,0.109589041,0.488584475,219,0.03196347,0.054794521,0.03196347,0.123287671
DNA,0.006060606,0.036363636,0.062626263,0.022222222,0.062626263,0.092929293,0.163636364,0.002020202,0.016161616,0.028282828,0.101010101,0.016161616,0.298989899,495,0.042424242,0.105050505,0.066666667,0.044444444
DNA,0,0.02295082,0.039344262,0.006557377,0.039344262,0.06557377,0.101639344,0,0.006557377,0.009836066,0.032786885,0.032786885,0.226229508,305,0.019672131,0.055737705,0.032786885,0.049180328
DNA,0,0.021551724,0.043103448,0.012931034,0.043103448,0.038793103,0.112068966,0,0.00862069,0.017241379,0.064655172,0.021551724,0.271551724,232,0.047413793,0.077586207,0.038793103,0.077586207
DNA,0.01793722,0.013452915,0.069506726,0.040358744,0.069506726,0.051569507,0.14573991,0.006726457,0.004484305,0.029147982,0.096412556,0.038116592,0.282511211,446,0.044843049,0.067264574,0.051569507,0.067264574
DNA,0.005,0.005,0.05,0.02,0.05,0.04,0.175,0,0,0.015,0.03,0.015,0.215,200,0.05,0.1,0.04,0.05
DNA,0,0.016194332,0.028340081,0.012145749,0.028340081,0.024291498,0.076923077,0,0.012145749,0.020242915,0.020242915,0.048582996,0.299595142,247,0.052631579,0.056680162,0.036437247,0.08097166
DNA,0.002277904,0.020501139,0.041002278,0.006833713,0.041002278,0.072892938,0.125284738,0,0.006833713,0.013667426,0.134396355,0.041002278,0.348519362,439,0.036446469,0.095671982,0.063781321,0.063781321
DNA,0.01384083,0.020761246,0.058823529,0.034602076,0.058823529,0.048442907,0.096885813,0.006920415,0.006920415,0.020761246,0.027681661,0.038062284,0.148788927,289,0.041522491,0.048442907,0.020761246,0.041522491
DNA,0.010638298,0,0.010638298,0.085106383,0.010638298,0.031914894,0.159574468,0,0,0,0,0.095744681,0.446808511,94,0.085106383,0.085106383,0.031914894,0.106382979
DNA,0.016806723,0.019607843,0.056022409,0.044817927,0.056022409,0.050420168,0.134453782,0.005602241,0.011204482,0.022408964,0.078431373,0.114845938,0.308123249,357,0.044817927,0.06162465,0.047619048,0.112044818
DNA,0,0.009615385,0.028846154,0.009615385,0.028846154,0.028846154,0.076923077,0,0,0.009615385,0.009615385,0.057692308,0.163461538,104,0.057692308,0.038461538,0.019230769,0.057692308
DNA,0.026666667,0,0.04,0.084444444,0.04,0,0.115555556,0.008888889,0,0.013333333,0.177777778,0.066666667,0.44,225,0.097777778,0.026666667,0.066666667,0.075555556
DNA,0.015184382,0.023861171,0.067245119,0.034707158,0.067245119,0.05856833,0.143167028,0.00867679,0.006507592,0.032537961,0.136659436,0.054229935,0.381778742,461,0.056399132,0.080260304,0.062906725,0.078091106
DNA,0.027322404,0.010928962,0.06284153,0.081967213,0.06284153,0.030054645,0.161202186,0.008196721,0.00273224,0.024590164,0.174863388,0.068306011,0.519125683,366,0.084699454,0.049180328,0.06010929,0.101092896
DNA,0.004301075,0.017204301,0.03655914,0.012903226,0.03655914,0.027956989,0.075268817,0.002150538,0.008602151,0.017204301,0.043010753,0.03655914,0.206451613,465,0.038709677,0.053763441,0.03655914,0.053763441
DNA,0.052631579,0,0.066666667,0.119298246,0.066666667,0.007017544,0.150877193,0.024561404,0,0.031578947,0.035087719,0.098245614,0.463157895,285,0.101754386,0.028070175,0.031578947,0.105263158
DNA,0.009478673,0.004739336,0.018957346,0.033175355,0.018957346,0.033175355,0.099526066,0.004739336,0,0.009478673,0.047393365,0.004739336,0.18957346,211,0.042654028,0.061611374,0.037914692,0.042654028
DNA,0,0.023529412,0.082352941,0.017647059,0.082352941,0.076470588,0.194117647,0,0.011764706,0.035294118,0.282352941,0.023529412,0.4,170,0.052941176,0.105882353,0.094117647,0.029411765
DNA,0.014613779,0.014613779,0.056367432,0.041753653,0.056367432,0.039665971,0.129436326,0.004175365,0.004175365,0.018789144,0.054279749,0.066805846,0.231732777,479,0.070981211,0.043841336,0.037578288,0.06263048
DNA,0.006825939,0.013651877,0.054607509,0.023890785,0.054607509,0.051194539,0.146757679,0.003412969,0.003412969,0.013651877,0.129692833,0.023890785,0.358361775,293,0.044368601,0.105802048,0.061433447,0.064846416
DNA,0.019363762,0.005532503,0.041493776,0.06362379,0.041493776,0.011065007,0.094052559,0.004149378,0.001383126,0.017980636,0.10373444,0.041493776,0.228215768,723,0.053941909,0.027662517,0.044260028,0.045643154
DNA,0,0.04494382,0.056179775,0,0.056179775,0.08988764,0.179775281,0,0.02247191,0.02247191,0.112359551,0.056179775,0.483146067,89,0.056179775,0.101123596,0.078651685,0.08988764
DNA,0.013050571,0.001631321,0.030995106,0.034257749,0.030995106,0.004893964,0.068515498,0.003262643,0,0.009787928,0.032626427,0.04730832,0.210440457,613,0.053833605,0.019575856,0.030995106,0.045676998
DNA,0.02295082,0,0.036065574,0.062295082,0.036065574,0.009836066,0.124590164,0.009836066,0,0.013114754,0.127868852,0.003278689,0.28852459,305,0.075409836,0.045901639,0.059016393,0.049180328
DNA,0.014814815,0.007407407,0.051851852,0.02962963,0.051851852,0.059259259,0.155555556,0.007407407,0,0.022222222,0.133333333,0.02962963,0.414814815,135,0.051851852,0.103703704,0.059259259,0.074074074
DNA,0.014285714,0.021428571,0.05,0.028571429,0.05,0.064285714,0.128571429,0.007142857,0.007142857,0.014285714,0.071428571,0,0.207142857,140,0.042857143,0.071428571,0.042857143,0.064285714
DNA,0.018518519,0.055555556,0.127572016,0.061728395,0.127572016,0.150205761,0.294238683,0.004115226,0.018518519,0.049382716,0.069958848,0.067901235,0.341563786,486,0.069958848,0.133744856,0.037037037,0.090534979
DNA,0.037356322,0.025862069,0.106321839,0.074712644,0.106321839,0.077586207,0.235632184,0.014367816,0.00862069,0.043103448,0.112068966,0.109195402,0.514367816,348,0.077586207,0.091954023,0.066091954,0.106321839
DNA,0.009708738,0.038834951,0.087378641,0.01618123,0.087378641,0.126213592,0.216828479,0.006472492,0.012944984,0.038834951,0.084142395,0.038834951,0.378640777,309,0.058252427,0.1197411,0.061488673,0.071197411
DNA,0.021276596,0.006079027,0.037993921,0.068389058,0.037993921,0.016717325,0.124620061,0.007598784,0.003039514,0.015197568,0.113981763,0.103343465,0.548632219,658,0.09118541,0.048632219,0.059270517,0.109422492
DNA,0,0.010752688,0.017921147,0.010752688,0.017921147,0.043010753,0.075268817,0,0.003584229,0.007168459,0.043010753,0.0609319,0.315412186,279,0.05734767,0.053763441,0.039426523,0.082437276
DNA,0.008368201,0,0.008368201,0.041841004,0.008368201,0.008368201,0.058577406,0.0041841,0,0.0041841,0.046025105,0.050209205,0.338912134,239,0.075313808,0.029288703,0.037656904,0.075313808
DNA,0.015384615,0.00979021,0.030769231,0.040559441,0.030769231,0.025174825,0.085314685,0.005594406,0.002797203,0.013986014,0.125874126,0.064335664,0.394405594,715,0.064335664,0.043356643,0.062937063,0.075524476
DNA,0,0.106060606,0.121212121,0.03030303,0.121212121,0.212121212,0.333333333,0,0.03030303,0.03030303,0.181818182,0.121212121,0.590909091,66,0.060606061,0.212121212,0.075757576,0.106060606
DNA,0.009090909,0.018181818,0.059090909,0.025,0.059090909,0.056818182,0.122727273,0.002272727,0.006818182,0.022727273,0.138636364,0.022727273,0.331818182,440,0.038636364,0.065909091,0.056818182,0.047727273
DNA,0.026490066,0.033112583,0.099337748,0.039735099,0.099337748,0.132450331,0.225165563,0.013245033,0.013245033,0.033112583,0.105960265,0.01986755,0.390728477,151,0.052980132,0.125827815,0.059602649,0.079470199
DNA,0.034965035,0,0.048951049,0.104895105,0.048951049,0.013986014,0.181818182,0.013986014,0,0.020979021,0.202797203,0.125874126,0.531468531,143,0.118881119,0.034965035,0.090909091,0.104895105
DNA,0.005107252,0.010214505,0.028600613,0.015321757,0.028600613,0.033707865,0.078651685,0.002042901,0.004085802,0.012257406,0.180796731,0.031664964,0.327885598,979,0.033707865,0.061287028,0.069458631,0.055158325
DNA,0.023489933,0.016778523,0.060402685,0.090604027,0.060402685,0.030201342,0.174496644,0.006711409,0.006711409,0.020134228,0.046979866,0.040268456,0.275167785,298,0.100671141,0.040268456,0.036912752,0.060402685
DNA,0,0.107526882,0.161290323,0.032258065,0.161290323,0.225806452,0.322580645,0,0.053763441,0.096774194,0.021505376,0.096774194,0.451612903,93,0.075268817,0.161290323,0.043010753,0.107526882
DNA,0.002314815,0.025462963,0.039351852,0.006944444,0.039351852,0.060185185,0.111111111,0,0.011574074,0.016203704,0.032407407,0.023148148,0.222222222,432,0.032407407,0.106481481,0.032407407,0.05787037
DNA,0.016624041,0.019181586,0.060102302,0.05370844,0.060102302,0.061381074,0.172634271,0.003836317,0.00511509,0.02173913,0.149616368,0.033248082,0.39258312,782,0.074168798,0.074168798,0.062659847,0.070332481
DNA,0.017654477,0.016393443,0.0592686,0.061790668,0.0592686,0.047919294,0.177805801,0.005044136,0.005044136,0.021437579,0.14627995,0.04665826,0.452711223,793,0.085750315,0.064312736,0.070617907,0.076923077
DNA,0.012468828,0.027431421,0.063591022,0.036159601,0.063591022,0.07605985,0.164588529,0.003740648,0.007481297,0.021197007,0.143391521,0.052369077,0.438902743,802,0.047381546,0.097256858,0.071072319,0.078553616
DNA,0.003344482,0.003344482,0.023411371,0.013377926,0.023411371,0.016722408,0.100334448,0,0,0.003344482,0.117056856,0.040133779,0.344481605,299,0.053511706,0.060200669,0.073578595,0.053511706
DNA,0.018927445,0.012618297,0.069400631,0.047318612,0.069400631,0.028391167,0.123028391,0.006309148,0.003154574,0.028391167,0.022082019,0.025236593,0.151419558,317,0.05362776,0.05362776,0.028391167,0.03785489
DNA,0.022641509,0.01509434,0.067924528,0.049056604,0.067924528,0.045283019,0.128301887,0.011320755,0.00754717,0.026415094,0.067924528,0.033962264,0.139622642,265,0.052830189,0.052830189,0.033962264,0.037735849
DNA,0.019169329,0.012779553,0.063897764,0.041533546,0.063897764,0.038338658,0.121405751,0.009584665,0.006389776,0.025559105,0.028753994,0.015974441,0.099041534,313,0.051118211,0.041533546,0.025559105,0.031948882
DNA,0.01217862,0.02435724,0.051420839,0.031123139,0.051420839,0.066305819,0.124492558,0.00270636,0.00811908,0.0202977,0.089309878,0.081190798,0.345060893,739,0.043301759,0.079837618,0.046008119,0.082543978
RNA,0.025,0.0375,0.09375,0.0625,0.09375,0.08125,0.2375,0.00625,0.01875,0.0375,0.05,0.0375,0.275,160,0.09375,0.1,0.03125,0.05625
RNA,0.003921569,0.01372549,0.029411765,0.021568627,0.029411765,0.047058824,0.11372549,0.001960784,0.003921569,0.009803922,0.084313725,0.015686275,0.343137255,510,0.047058824,0.07254902,0.062745098,0.062745098
RNA,0.016759777,0.011173184,0.033519553,0.044692737,0.033519553,0.044692737,0.117318436,0.005586592,0.005586592,0.011173184,0.055865922,0,0.145251397,179,0.055865922,0.089385475,0.044692737,0.022346369
RNA,0.026119403,0.018656716,0.078358209,0.093283582,0.078358209,0.067164179,0.231343284,0.007462687,0.007462687,0.02238806,0.01119403,0.059701493,0.28358209,268,0.104477612,0.078358209,0.018656716,0.089552239
RNA,0.032,0.028,0.132,0.108,0.132,0.072,0.28,0.008,0.008,0.048,0.096,0.06,0.308,250,0.104,0.1,0.04,0.064
RNA,0.037735849,0.028301887,0.089622642,0.099056604,0.089622642,0.08490566,0.231132075,0.009433962,0.009433962,0.028301887,0.023584906,0.004716981,0.193396226,212,0.080188679,0.08490566,0.028301887,0.056603774
RNA,0.023255814,0.023255814,0.109302326,0.079069767,0.109302326,0.065116279,0.2,0.004651163,0.004651163,0.048837209,0.08372093,0.053488372,0.248837209,430,0.1,0.076744186,0.044186047,0.053488372
RNA,0,0.020491803,0.081967213,0.016393443,0.081967213,0.098360656,0.217213115,0,0.004098361,0.028688525,0.036885246,0.036885246,0.213114754,244,0.06147541,0.118852459,0.016393443,0.06557377
RNA,0.019230769,0.067307692,0.134615385,0.048076923,0.134615385,0.182692308,0.288461538,0.009615385,0.019230769,0.038461538,0.096153846,0.028846154,0.259615385,104,0.057692308,0.153846154,0.048076923,0.057692308
RNA,0.02020202,0.04040404,0.116161616,0.065656566,0.116161616,0.121212121,0.297979798,0.01010101,0.01010101,0.045454545,0.080808081,0.045454545,0.297979798,198,0.075757576,0.131313131,0.050505051,0.065656566
RNA,0.048780488,0.008130081,0.081300813,0.105691057,0.081300813,0.024390244,0.195121951,0.024390244,0,0.040650407,0.040650407,0.056910569,0.292682927,123,0.089430894,0.056910569,0.024390244,0.056910569
RNA,0.021505376,0.014336918,0.046594982,0.050179211,0.046594982,0.028673835,0.11827957,0.010752688,0.007168459,0.021505376,0.164874552,0.05734767,0.390681004,279,0.075268817,0.0609319,0.0609319,0.078853047
RNA,0.098039216,0.078431373,0.235294118,0.215686275,0.235294118,0.196078431,0.568627451,0.039215686,0.019607843,0.078431373,0,0,0,51,0.176470588,0.156862745,0,0
RNA,0.042553191,0.037234043,0.117021277,0.090425532,0.117021277,0.10106383,0.234042553,0.015957447,0.015957447,0.069148936,0.053191489,0,0.053191489,188,0.106382979,0.10106383,0.021276596,0.005319149
RNA,0.019083969,0.007633588,0.038167939,0.049618321,0.038167939,0.026717557,0.118320611,0.007633588,0,0.011450382,0.041984733,0.045801527,0.221374046,262,0.06870229,0.053435115,0.026717557,0.053435115
RNA,0.059259259,0.014814815,0.107407407,0.155555556,0.107407407,0.040740741,0.255555556,0.018518519,0.003703704,0.040740741,0.155555556,0.092592593,0.511111111,270,0.114814815,0.062962963,0.081481481,0.096296296
RNA,0.004576659,0.029748284,0.04805492,0.025171625,0.04805492,0.066361556,0.135011442,0,0.011441648,0.016018307,0.089244851,0.04576659,0.416475973,437,0.041189931,0.084668192,0.066361556,0.080091533
RNA,0.022251309,0.011780105,0.052356021,0.060209424,0.052356021,0.04973822,0.146596859,0.009162304,0.005235602,0.023560209,0.090314136,0.057591623,0.40052356,764,0.068062827,0.065445026,0.053664921,0.085078534
RNA,0,0.060869565,0.095652174,0,0.095652174,0.12173913,0.252173913,0,0.026086957,0.034782609,0.017391304,0.104347826,0.286956522,115,0.07826087,0.113043478,0.052173913,0.07826087
RNA,0.020746888,0.01659751,0.074688797,0.058091286,0.074688797,0.033195021,0.161825726,0.004149378,0.008298755,0.029045643,0.182572614,0.228215768,0.564315353,241,0.087136929,0.058091286,0.078838174,0.161825726
RNA,0,0.017492711,0.034985423,0,0.034985423,0.037900875,0.093294461,0,0.005830904,0.011661808,0.023323615,0.049562682,0.2303207,343,0.034985423,0.075801749,0.04664723,0.055393586
RNA,0.018867925,0,0.028301887,0.051886792,0.028301887,0,0.080188679,0.009433962,0,0.009433962,0.330188679,0.094339623,0.669811321,212,0.070754717,0.028301887,0.132075472,0.113207547
